31553001124693,3
31553024031271,2
31553024031560,2
31553024158926,3
31553024159197,3
31553024211667,3
31553024213044,3
31553024213051,3
31553024213333,3
31553024213341,3
31553024213564,3
31553024213754,2
31553024213770,2
31553024244981,2
31553024246150,3
31553024246267,2
31553024270077,2
31553024387681,2
31553024387699,2
31553024387772,2
31553024387780,2
31553024393226,2
31553024396823,2
31553024396831,2
31553024400534,2
31553024400567,2
31553024409378,3
31553024409386,2
31553024416688,2
31553024416910,2
31553024419344,3
31553024419427,3
31553024424476,2
31553024424484,2
31553024424955,2
31553024424971,2
31553024430770,2
31553024509573,3
31553024527476,2
31553024527575,2
31553024535586,2
31553024535602,2
31553024536535,3
31553024536774,3
31553024552805,2
31553024558323,2
31553024558331,2
R000AK,2
R000AQ,3
R000B1,2
R000B4,3
R000CD,2
R000JZ,3
R000K2,3
R000K9,3
R000KC,2
R000KK,2
R000KL,2
R000KR,3
R000L4,2
R000L5,2
R000L9,2
R000LA,2
R001LQ,3
R001NF,2
R001X3,3
R001X8,3
R001XF,2
R007FC,4
R008ZN,3
R008ZS,3
R008ZX,3
R00902,2
R00907,3
R0091T,2
R0091U,2
R0092A,2
R0092B,2
R0092G,3
R0092H,3
R0092K,2
R0092L,2
R0092O,2
R0092P,2
R0092S,2
R0093D,3
R0093P,3
R0093Q,3
R0093X,3
R0095F,3
R0095R,2
R0095S,2
R00961,2
R00969,2
R00975,2
R00976,2
R0097Q,2
R00984,3
R00985,3
R0098Q,2
R0098R,2
R00990,2
R0099C,2
R009SC,5
R009SH,3
R009SL,3
R009SM,3
R009SS,2
R009T1,2
R009TB,4
R009TD,4
R009U9,4
R009UA,4
R009UB,4
R009UC,4
R009UD,5
R009UE,5
R009UF,6
R009UG,6
R009UH,5
R009UI,5
R009UQ,3
R009UR,3
R009US,3
R009UT,3
R009UU,4
R009UV,4
R009V4,3
R009V5,3
R009V6,3
R009V7,3
R009V8,4
R009V9,4
R009VB,5
R009VC,4
R009VD,4
R009VE,3
R009VF,3
R00CRO,2
R00WD7,2
R00WD8,2
R00XOB,2
R00XOC,2
R00XOD,2
R00XOG,2
R00XOH,2
R00XOI,2
R00XOL,2
R00XOM,2
R00XON,2
R00XOQ,2
R00XOR,2
R00XOS,2
R00XOU,2
R00XOV,2
R00XOW,2
R00XOX,2
R00XOZ,2
R00XP0,2
R00XP1,2
R00XP2,2
R00XP4,2
R00XP5,2
R00XP6,2
R00XP7,2
R00XP9,2
R00XPA,2
R00XPB,2
R00XPC,2
R00XPD,2
R00XPE,2
R00XPF,2
R00XPG,2
R00XPH,2
R00XPI,2
R00XPJ,2
R00XPK,2
R00XPL,2
R00XPM,2
R00XPN,2
R00XPO,2
R00XPP,2
R00XPQ,2
R00XPR,2
R00XPS,2
R00XPT,2
R00XPU,2
R00XPV,2
R00XPW,2
R00XPX,2
R00XPY,2
R00XPZ,2
R00XQ0,2
R00XQ1,2
R00XQ2,2
R00XQ3,2
R00XQ4,2
R00XQ5,2
R00XQ6,2
R00XQ7,2
R00XQ8,2
R00XQ9,2
R00XQA,2
R00XQB,2
R00XQC,2
R00XQD,2
R00XQE,2
R00XQF,2
R00XQG,2
R00XQH,2
R00XQI,2
R00XQJ,2
R00XQK,2
R00XQL,2
R00XQM,2
R00XQN,2
R00XQO,2
R00XQP,2
R00XQQ,2
R00XQR,2
R00XQS,2
R00XQT,2
R00XQU,2
R00XQV,2
R00XQW,2
R00XQX,2
R00XQY,2
R00XQZ,2
R00XR0,2
R00XR1,2
R00XR2,2
R00XR3,2
R00XR4,2
R00XR5,2
R00XR6,2
R00XR7,2
R00XR8,2
R00XR9,2
R00XRA,2
R00XRB,2
R00XRC,2
R00XRD,2
R00XRF,2
R00XRG,2
R00XRH,2
R00XRI,2
R00XRJ,2
R00XRK,2
R00XRL,2
R00XRM,2
R00XRN,2
R00XRO,2
R00XRP,2
R00XRQ,2
R00XRR,2
R00XRS,2
R00XRT,2
R00XRU,2
R00XRV,2
R00XRW,2
R00XRX,2
R00XRY,2
R00XRZ,2
R00XS0,2
R00XS1,2
R00XS2,2
R00XS3,2
R00XS4,2
R00XS5,2
R00XS6,2
R00XS7,2
R00XS8,2
R00XS9,2
R00XSA,2
R00XSB,2
R00XSC,2
R00XSD,2
R00XSE,2
R00XSF,2
R00XSG,2
R00XSH,2
R00XSI,2
R00XSJ,2
R00XSK,2
R00XSL,2
R00XSM,2
R00XSN,2
R00XSO,2
R00XSP,2
R00XSU,2
R00XSZ,2
R00XT4,2
R00XT9,2
R00XTE,2
R00XTJ,2
R00XTO,2
R00XZJ,2
R00XZK,2
R00XZL,2
R00XZM,2
R00XZN,2
R00XZO,2
R00XZP,2
R00XZQ,2
R00XZR,2
R00XZS,2
R00XZT,2
R00XZU,2
R00XZV,2
R00XZW,2
R00XZX,2
R00XZY,2
R00XZZ,2
R00Y00,2
R00Y01,2
R00Y02,2
R00Y03,2
R00Y04,2
R00Y05,2
R00Y06,2
R00Y07,2
R00Y08,2
R00Y09,2
R00Y0A,2
R00Y0B,2
R00Y0C,2
R00Y0D,2
R00Y0E,2
R00Y0F,2
R00Y0G,2
R00Y0H,2
R00Y0I,2
R00Y0J,2
R00Y0K,2
R00Y6Z,2
R00Y70,2
R00Y71,2
R00Y72,2
R00Y73,2
R00Y74,2
R00Y75,2
R00Y76,2
R00Y77,2
R00Y78,2
R00Y7A,2
R00Y7B,2
R00Y7C,2
R00Y7D,2
R00Y7F,2
R00Y7G,2
R00Y7H,2
R00Y7I,2
R00Y7K,2
R00Y7L,2
R00Y7M,2
R00Y7N,2
R00Y7P,2
R00Y7Q,2
R00Y7R,2
R00Y7S,2
R00Y7U,2
R00Y7V,2
R00Y7W,2
R00Y7X,2
R00Y7Z,2
R00Y80,2
R00Y81,2
R00Y82,2
R00Y84,2
R00Y85,2
R00Y86,2
R00Y87,2
R00YQ7,4
R00YQ8,4
R01AA0,2
R01AA1,2
R01MJX,2
R01MJY,2
R01MJZ,2
R01MK0,2
R01MK1,2
R01MK2,2
R01MK3,2
R01MK4,2
R01MK5,2
R01MK6,2
R01MK7,2
R01QRM,2
R02A9R,2
R02ADE,2
R02ADF,2
R02ADI,2
R02ADJ,2
R02ADK,2
R02AZT,2
R02AZU,2
R02AZV,2
R02AZW,2
R02AZX,2
R02AZY,2
R02AZZ,2
R02B00,2
R02B01,2
R02B02,2
R02B03,2
R02B04,2
R02B05,2
R02B06,2
R02B07,2
R02B08,2
R02B09,2
R02B0A,2
R02B0B,2
R02B0C,2
R02B0D,2
R02B0E,2
R02B0F,2
R02B0G,2
R02B0H,2
R02B0I,2
R02B0J,2
R02B0K,2
R02B0L,2
R02B0M,2
R02B0N,2
R02B0O,2
R02B0P,2
R02B0Q,2
R02B0R,2
R02B0S,2
R02D5H,2
R02D5J,2
R02D5K,2
R02D5M,2
R02D5N,2
R02D5O,2
R02D5P,2
R02D5Q,2
R02D5R,2
R02D5S,2
R02D5U,2
R02D5V,2
R02D5W,2
R02D5X,2
R02D5Y,2
R02D5Z,2
R02D60,2
R02D61,2
R02D62,2
R02D63,2
R02D64,2
R02D65,2
R02D66,2
R02D69,2
R02D6A,2
R02D6B,2
R02D6C,2
R02D6D,2
R02D6E,2
R02D6F,2
R02D6G,2
R02D6H,2
R02D6I,2
R02D6J,2
R02D6K,2
R02D6L,2
R02D6M,2
R02D6N,2
R02D6O,2
R02EQE,2
R02EQF,2
R02EQG,2
R02EQH,2
R02EQI,2
R02EQJ,2
R02EQK,2
R02EQL,2
R02EQM,2
R02EQN,2
R02EQO,2
R02EQP,2
R02EQQ,2
R02EQR,2
R02EQS,2
R02EQT,2
R02EQU,2
R02EQV,2
R02EQW,2
R02EQX,2
R02EQY,2
R02EQZ,2
R02ER0,2
R02ER1,2
R02ER2,2
R02ER3,2
R02ER4,2
R02ER5,2
R02ER6,2
R02ER7,2
R02ER8,2
R02GN9,2
R02GP4,2
R02PT8,2
R02PT9,2
R02PTA,2
R02PTB,2
R02PTC,3
R02PTF,2
R02PU9,4
R02PUA,4
R02PUB,4
R02PUC,4
R02PUD,4
R02PUE,4
R02PUF,5
R02PUG,3
R02PUH,3
R02PUI,4
R02PUJ,4
R02PUK,4
R02PUL,3
R02PUN,3
R02PUP,3
R02PUQ,4
R02PUR,5
R02PUS,3
R02PUT,5
R02PUU,2
R02PUW,2
R02PUX,2
R02PUY,3
R02PUZ,4
R02PV0,4
R02PV1,3
R02PV2,4
R02PV3,2
R02PV4,4
R02PV5,2
R02PV6,2
R02PV7,2
R02PV8,2
